transaction_id,transaction_date,transaction_timestamp,customer,category,quantity,amount,total_price,payment_type,status
260,2025-05-16,2025-05-16 11:54:34,BestBuy,Books,3,1958.26,5874.78,Debit Card,Pending
261,2025-05-16,2025-05-16 14:34:05,Google,Tools,7,1219.88,8539.16,Debit Card,Completed
262,2025-05-17,2025-05-17 16:57:47,BestBuy,Sports,6,1844.84,11069.039999999999,Bank Transfer,Cancelled
263,2025-05-17,2025-05-17 18:01:52,BestBuy,Books,2,1217.5,2435.0,Bank Transfer,Cancelled
264,2025-05-17,2025-05-17 15:34:23,eBay,Groceries,6,1543.99,9263.94,Credit Card,Pending
265,2025-05-18,2025-05-18 23:33:14,Costco,Apparel,2,1244.74,2489.48,Debit Card,Completed
266,2025-05-18,2025-05-18 15:38:17,eBay,Apparel,3,813.57,2440.71,Bank Transfer,Pending
267,2025-05-18,2025-05-18 13:50:51,Google,Software,2,1856.03,3712.06,Debit Card,Pending
268,2025-05-18,2025-05-18 08:50:15,Walmart,Books,1,995.46,995.46,PayPal,Pending
269,2025-05-18,2025-05-18 11:42:56,BestBuy,Home Goods,8,1722.96,13783.68,Credit Card,Completed
270,2025-05-19,2025-05-19 12:15:18,BestBuy,Software,9,593.85,5344.650000000001,Bank Transfer,Cancelled
271,2025-05-19,2025-05-19 11:34:22,BestBuy,Electronics,6,579.71,3478.26,Debit Card,Completed
272,2025-05-19,2025-05-19 21:01:46,Costco,Sports,10,857.4,8574.0,Debit Card,Cancelled
273,2025-05-19,2025-05-19 10:14:56,Walmart,Groceries,10,1144.3,11443.0,Credit Card,Cancelled
274,2025-05-19,2025-05-19 20:17:07,Costco,Sports,2,1976.77,3953.54,PayPal,Cancelled
275,2025-05-19,2025-05-19 08:33:30,Target,Electronics,2,1540.65,3081.3,Credit Card,Cancelled
276,2025-05-19,2025-05-19 11:40:11,Walmart,Software,2,1779.8,3559.6,PayPal,Completed
277,2025-05-19,2025-05-19 00:56:41,Amazon,Electronics,5,348.99,1744.95,Credit Card,Cancelled
278,2025-05-20,2025-05-20 10:09:16,Google,Apparel,2,201.57,403.14,Bank Transfer,Pending
279,2025-05-20,2025-05-20 16:07:15,Amazon,Sports,8,256.8,2054.4,PayPal,Cancelled
280,2025-05-20,2025-05-20 13:20:25,Walmart,Groceries,3,1937.45,5812.35,Credit Card,Pending
281,2025-05-20,2025-05-20 07:41:17,Apple,Groceries,2,1414.6,2829.2,Credit Card,Pending
282,2025-05-20,2025-05-20 04:25:04,Walmart,Electronics,6,1636.96,9821.76,Credit Card,Pending
283,2025-05-20,2025-05-20 17:49:54,Google,Sports,9,1309.09,11781.81,Credit Card,Cancelled
284,2025-05-20,2025-05-20 22:53:58,Google,Tools,2,1466.52,2933.04,PayPal,Pending
285,2025-05-21,2025-05-21 09:54:14,Walmart,Electronics,8,323.33,2586.64,Debit Card,Cancelled
286,2025-05-21,2025-05-21 06:04:35,Amazon,Tools,2,1898.86,3797.72,Credit Card,Completed
287,2025-05-21,2025-05-21 08:02:25,Google,Sports,1,1607.92,1607.92,PayPal,Pending
288,2025-05-21,2025-05-21 14:47:45,Apple,Software,7,1697.4,11881.800000000001,Credit Card,Pending
289,2025-05-22,2025-05-22 00:07:33,Costco,Apparel,3,493.7,1481.1,Credit Card,Cancelled
290,2025-05-22,2025-05-22 20:45:24,Amazon,Tools,10,1582.13,15821.300000000001,PayPal,Pending
291,2025-05-22,2025-05-22 13:21:29,Costco,Electronics,7,343.38,2403.66,Debit Card,Pending
292,2025-05-22,2025-05-22 17:48:47,Microsoft,Electronics,4,1614.41,6457.64,PayPal,Cancelled
293,2025-05-22,2025-05-22 16:37:02,Google,Home Goods,2,1267.36,2534.72,Credit Card,Pending
294,2025-05-22,2025-05-22 08:37:48,Microsoft,Groceries,7,275.85,1930.9500000000003,Debit Card,Cancelled
295,2025-05-22,2025-05-22 02:33:53,Google,Software,6,99.25,595.5,Bank Transfer,Completed
296,2025-05-22,2025-05-22 04:31:16,Target,Home Goods,6,1404.2,8425.2,Credit Card,Cancelled
297,2025-05-23,2025-05-23 16:42:19,BestBuy,Home Goods,2,744.95,1489.9,PayPal,Completed
298,2025-05-23,2025-05-23 04:27:57,Walmart,Software,4,44.18,176.72,PayPal,Cancelled
299,2025-05-23,2025-05-23 01:48:15,Apple,Software,9,493.38,4440.42,PayPal,Cancelled
300,2025-05-23,2025-05-23 00:21:58,Meta,Sports,1,1925.46,1925.46,Credit Card,Cancelled
301,2025-05-23,2025-05-23 12:12:35,Walmart,Sports,10,1261.36,12613.599999999999,Credit Card,Completed
302,2025-05-23,2025-05-23 07:28:54,Microsoft,Sports,9,86.0,774.0,Bank Transfer,Completed
303,2025-05-23,2025-05-23 13:19:22,BestBuy,Electronics,10,1850.61,18506.1,PayPal,Completed
304,2025-05-23,2025-05-23 03:50:29,Amazon,Home Goods,10,849.57,8495.7,Debit Card,Completed
305,2025-05-24,2025-05-24 04:33:26,Google,Software,1,688.77,688.77,PayPal,Completed
306,2025-05-24,2025-05-24 02:12:00,BestBuy,Apparel,5,1907.97,9539.85,Bank Transfer,Cancelled
307,2025-05-24,2025-05-24 02:14:18,Amazon,Home Goods,4,1986.59,7946.36,Credit Card,Completed
308,2025-05-24,2025-05-24 10:16:44,Walmart,Books,5,456.05,2280.25,Debit Card,Completed
309,2025-05-24,2025-05-24 16:44:08,Walmart,Books,9,857.84,7720.56,Credit Card,Cancelled
310,2025-05-24,2025-05-24 13:19:09,Walmart,Tools,10,382.19,3821.9,PayPal,Completed
311,2025-05-24,2025-05-24 01:09:48,BestBuy,Home Goods,5,1522.15,7610.75,Debit Card,Completed
312,2025-05-25,2025-05-25 18:09:03,Costco,Apparel,5,897.42,4487.099999999999,Bank Transfer,Cancelled
313,2025-05-25,2025-05-25 21:29:32,Apple,Electronics,1,95.39,95.39,Debit Card,Pending
314,2025-05-25,2025-05-25 21:28:47,BestBuy,Software,10,287.17,2871.7000000000003,PayPal,Completed
315,2025-05-25,2025-05-25 04:16:14,eBay,Tools,9,1846.12,16615.079999999998,PayPal,Cancelled
316,2025-05-25,2025-05-25 19:13:11,Microsoft,Books,5,598.18,2990.8999999999996,Bank Transfer,Completed
317,2025-05-25,2025-05-25 20:14:50,eBay,Tools,7,1359.42,9515.94,PayPal,Pending
318,2025-05-25,2025-05-25 01:51:40,Google,Home Goods,7,1501.87,10513.09,Bank Transfer,Completed
319,2025-05-26,2025-05-26 07:30:32,BestBuy,Groceries,6,1732.21,10393.26,Bank Transfer,Completed
320,2025-05-26,2025-05-26 09:59:14,Walmart,Software,6,1158.89,6953.34,Debit Card,Cancelled
321,2025-05-26,2025-05-26 15:23:19,Amazon,Software,8,234.57,1876.56,Debit Card,Pending
322,2025-05-27,2025-05-27 03:28:19,Walmart,Software,8,1554.67,12437.36,Debit Card,Completed
323,2025-05-27,2025-05-27 18:09:17,Meta,Sports,9,1082.09,9738.81,Credit Card,Pending
324,2025-05-27,2025-05-27 12:43:15,Target,Software,5,251.28,1256.4,Credit Card,Cancelled
325,2025-05-28,2025-05-28 19:18:32,Costco,Tools,5,412.5,2062.5,Debit Card,Pending
326,2025-05-28,2025-05-28 06:59:28,Walmart,Tools,8,1451.14,11609.12,PayPal,Cancelled
327,2025-05-28,2025-05-28 19:48:11,Microsoft,Books,5,1301.24,6506.2,Debit Card,Completed
328,2025-05-28,2025-05-28 06:13:54,Google,Apparel,8,32.8,262.4,Debit Card,Pending
329,2025-05-28,2025-05-28 03:14:57,BestBuy,Groceries,4,648.65,2594.6,Debit Card,Pending
330,2025-05-28,2025-05-28 18:57:17,Target,Home Goods,3,591.1,1773.3000000000002,PayPal,Cancelled
331,2025-05-28,2025-05-28 20:07:13,eBay,Electronics,10,1428.48,14284.8,PayPal,Pending
332,2025-05-28,2025-05-28 11:30:58,Microsoft,Books,3,662.13,1986.3899999999999,Bank Transfer,Completed
333,2025-05-29,2025-05-29 18:34:24,Meta,Books,6,1529.91,9179.460000000001,Bank Transfer,Completed
334,2025-05-29,2025-05-29 03:53:15,eBay,Home Goods,6,1158.4,6950.400000000001,PayPal,Completed
335,2025-05-29,2025-05-29 20:52:49,Microsoft,Books,5,821.63,4108.15,Bank Transfer,Cancelled
336,2025-05-30,2025-05-30 20:28:50,Meta,Software,4,326.62,1306.48,Credit Card,Completed
337,2025-05-30,2025-05-30 15:41:42,Meta,Software,8,1440.5,11524.0,PayPal,Completed
338,2025-05-30,2025-05-30 00:51:06,Apple,Home Goods,2,297.76,595.52,PayPal,Cancelled
339,2025-06-01,2025-06-01 17:37:38,Target,Home Goods,1,1041.31,1041.31,PayPal,Pending
340,2025-06-02,2025-06-02 16:04:00,Amazon,Sports,10,1553.28,15532.8,Credit Card,Refunded
341,2025-06-03,2025-06-03 04:45:21,Microsoft,Software,3,31.86,95.58,Debit Card,Completed
342,2025-06-04,2025-06-04 05:03:03,Costco,Books,7,1698.01,11886.07,Debit Card,Completed
343,2025-06-05,2025-06-05 05:19:57,Costco,Books,4,241.14,964.56,PayPal,Completed
344,2025-06-06,2025-06-06 12:14:00,Microsoft,Software,5,1498.75,7493.75,Debit Card,Cancelled
345,2025-06-07,2025-06-07 05:06:26,Meta,Home Goods,5,1810.6,9053.0,Debit Card,Pending
346,2025-06-08,2025-06-08 18:35:09,Meta,Groceries,4,815.64,3262.56,PayPal,Completed
347,2025-06-09,2025-06-09 13:46:59,Microsoft,Tools,5,201.24,1006.2,Bank Transfer,Refunded
348,2025-06-10,2025-06-10 01:03:39,Target,Software,3,1202.04,3606.12,Credit Card,Refunded
349,2025-06-11,2025-06-11 15:27:43,Apple,Apparel,5,1884.49,9422.45,Credit Card,Pending
350,2025-06-12,2025-06-12 03:21:19,Apple,Groceries,10,1990.91,19909.100000000002,Debit Card,Cancelled
351,2025-06-13,2025-06-13 10:16:16,Google,Home Goods,10,561.43,5614.299999999999,Credit Card,Pending
352,2025-06-14,2025-06-14 06:32:47,Google,Books,8,776.92,6215.36,Bank Transfer,Cancelled
353,2025-06-15,2025-06-15 04:08:57,Costco,Books,5,1621.91,8109.55,Bank Transfer,Pending
354,2025-06-16,2025-06-16 20:11:05,Costco,Books,2,432.92,865.84,Debit Card,Cancelled
355,2025-06-17,2025-06-17 03:46:57,Amazon,Tools,7,876.54,6135.78,Debit Card,Completed
356,2025-06-18,2025-06-18 13:03:27,Amazon,Books,5,1435.31,7176.549999999999,Credit Card,Completed
357,2025-06-19,2025-06-19 15:37:21,Google,Home Goods,3,39.0,117.0,Bank Transfer,Pending
358,2025-06-20,2025-06-20 03:05:25,Target,Electronics,3,1987.26,5961.78,PayPal,Cancelled
359,2025-06-21,2025-06-21 19:45:24,Amazon,Groceries,2,1267.45,2534.9,Bank Transfer,Cancelled
360,2025-06-22,2025-06-22 17:12:33,Amazon,Sports,4,470.82,1883.28,Credit Card,Completed
361,2025-06-23,2025-06-23 15:17:18,Apple,Apparel,5,1109.48,5547.4,Debit Card,Completed
362,2025-06-24,2025-06-24 22:28:45,Walmart,Electronics,8,1365.46,10923.68,Credit Card,Completed
363,2025-06-25,2025-06-25 21:31:39,Microsoft,Electronics,4,37.76,151.04,Debit Card,Pending
364,2025-06-26,2025-06-26 20:07:37,Target,Books,10,677.12,6771.2,Credit Card,Pending
365,2025-06-27,2025-06-27 19:24:01,Microsoft,Tools,9,1089.08,9801.72,Debit Card,Pending
366,2025-06-28,2025-06-28 15:50:07,BestBuy,Electronics,4,78.17,312.68,Debit Card,Cancelled
367,2025-06-29,2025-06-29 21:59:38,Microsoft,Books,6,1226.59,7359.539999999999,Debit Card,Cancelled
368,2025-06-30,2025-06-30 23:54:30,Google,Home Goods,3,567.1,1701.3000000000002,Debit Card,Pending
369,2025-06-01,2025-06-01 21:26:27,eBay,Books,1,1656.66,1656.66,Credit Card,Pending
370,2025-06-02,2025-06-02 20:27:15,Microsoft,Groceries,8,925.92,7407.36,PayPal,Refunded
371,2025-06-03,2025-06-03 09:37:35,Amazon,Tools,5,969.09,4845.45,PayPal,Refunded
372,2025-06-04,2025-06-04 12:27:08,eBay,Sports,9,1198.01,10782.09,PayPal,Refunded
373,2025-06-05,2025-06-05 20:43:03,Meta,Sports,9,1937.3,17435.7,Bank Transfer,Cancelled
374,2025-06-06,2025-06-06 23:21:38,Google,Apparel,1,869.22,869.22,Debit Card,Pending
375,2025-06-07,2025-06-07 07:33:37,Google,Books,3,1942.02,5826.0599999999995,PayPal,Pending
376,2025-06-08,2025-06-08 17:03:09,Target,Electronics,5,568.06,2840.2999999999997,Credit Card,Pending
377,2025-06-09,2025-06-09 00:45:09,Apple,Groceries,1,829.86,829.86,PayPal,Completed
378,2025-06-10,2025-06-10 17:08:07,Microsoft,Sports,2,1281.28,2562.56,Debit Card,Refunded
379,2025-06-11,2025-06-11 13:08:04,Amazon,Books,9,823.23,7409.07,PayPal,Completed
380,2025-06-12,2025-06-12 10:51:41,eBay,Software,3,1250.98,3752.94,PayPal,Cancelled
381,2025-06-13,2025-06-13 09:20:12,Costco,Apparel,2,1800.86,3601.72,PayPal,Pending
382,2025-06-14,2025-06-14 19:54:56,Microsoft,Tools,4,1986.63,7946.52,Credit Card,Cancelled
383,2025-06-15,2025-06-15 07:08:40,eBay,Books,8,501.46,4011.68,Credit Card,Pending
384,2025-06-16,2025-06-16 10:15:40,Walmart,Tools,2,1210.43,2420.86,Debit Card,Pending
385,2025-06-17,2025-06-17 07:25:01,Target,Tools,2,1985.3,3970.6,PayPal,Pending
386,2025-06-18,2025-06-18 14:26:36,Microsoft,Software,8,190.16,1521.28,PayPal,Cancelled
387,2025-06-19,2025-06-19 00:25:27,Costco,Sports,10,777.26,7772.6,Debit Card,Pending
388,2025-06-20,2025-06-20 20:41:51,BestBuy,Tools,4,1884.45,7537.8,PayPal,Cancelled
389,2025-06-21,2025-06-21 18:45:10,Target,Groceries,8,354.48,2835.84,PayPal,Completed
390,2025-06-22,2025-06-22 21:26:51,Amazon,Home Goods,7,1959.05,13713.35,Bank Transfer,Refunded
391,2025-06-23,2025-06-23 23:39:56,Google,Books,5,425.77,2128.85,Credit Card,Cancelled
392,2025-06-24,2025-06-24 03:13:27,Amazon,Tools,5,96.87,484.35,PayPal,Pending
393,2025-06-25,2025-06-25 06:22:32,Costco,Groceries,4,583.03,2332.12,PayPal,Cancelled
394,2025-06-26,2025-06-26 01:37:57,Amazon,Software,8,388.62,3108.96,Credit Card,Pending
395,2025-06-27,2025-06-27 18:50:47,Google,Apparel,6,1863.88,11183.28,Credit Card,Pending
396,2025-06-28,2025-06-28 01:52:49,Apple,Sports,8,1671.47,13371.76,PayPal,Completed
397,2025-06-29,2025-06-29 21:47:06,BestBuy,Electronics,1,1120.95,1120.95,PayPal,Refunded
398,2025-06-30,2025-06-30 01:58:49,Meta,Tools,3,726.49,2179.4700000000003,PayPal,Pending
